sample_id,formula,reduced_formula,anonymous_formula,element_set,n_unique_elements,elements_json,element_counts_json,n_sites,target
16215,Cs1 Fe1 N3,CsFeN3,ABC3,Cs-Fe-N,3,"[""Cs"", ""Fe"", ""N""]","{""Cs"": 1.0, ""Fe"": 1.0, ""N"": 3.0}",5,2.26
16216,Rb1 In1 N3,RbInN3,ABC3,In-N-Rb,3,"[""In"", ""N"", ""Rb""]","{""In"": 1.0, ""N"": 3.0, ""Rb"": 1.0}",5,3.78
16217,Ti1 Tl1 N3,TiTlN3,ABC3,N-Ti-Tl,3,"[""N"", ""Ti"", ""Tl""]","{""N"": 3.0, ""Ti"": 1.0, ""Tl"": 1.0}",5,2.92
16218,Na1 Nb1 N2 O1,NaNbN2O,ABCD2,N-Na-Nb-O,4,"[""N"", ""Na"", ""Nb"", ""O""]","{""N"": 2.0, ""Na"": 1.0, ""Nb"": 1.0, ""O"": 1.0}",5,2.02
16219,Zn2 N3,Zn2N3,A2B3,N-Zn,2,"[""N"", ""Zn""]","{""N"": 3.0, ""Zn"": 2.0}",5,1.86
16220,Ca1 Be1 N1 O1 F1,CaBeNOF,ABCDE,Be-Ca-F-N-O,5,"[""Be"", ""Ca"", ""F"", ""N"", ""O""]","{""Be"": 1.0, ""Ca"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,2.88
16221,Cs1 Rh1 N1 O2,CsRhNO2,ABCD2,Cs-N-O-Rh,4,"[""Cs"", ""N"", ""O"", ""Rh""]","{""Cs"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Rh"": 1.0}",5,1.3
16222,Cs1 Ru1 N2 O1,CsRuN2O,ABCD2,Cs-N-O-Ru,4,"[""Cs"", ""N"", ""O"", ""Ru""]","{""Cs"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Ru"": 1.0}",5,1.88
16223,Ni1 Pd1 N2 O1,NiPdN2O,ABCD2,N-Ni-O-Pd,4,"[""N"", ""Ni"", ""O"", ""Pd""]","{""N"": 2.0, ""Ni"": 1.0, ""O"": 1.0, ""Pd"": 1.0}",5,1.58
16224,Zr1 Ga1 N3,ZrGaN3,ABC3,Ga-N-Zr,3,"[""Ga"", ""N"", ""Zr""]","{""Ga"": 1.0, ""N"": 3.0, ""Zr"": 1.0}",5,1.2
16225,Ti1 Mn1 O2 F1,TiMnO2F,ABCD2,F-Mn-O-Ti,4,"[""F"", ""Mn"", ""O"", ""Ti""]","{""F"": 1.0, ""Mn"": 1.0, ""O"": 2.0, ""Ti"": 1.0}",5,1.02
16226,Cr1 B1 N1 O1 F1,CrBNOF,ABCDE,B-Cr-F-N-O,5,"[""B"", ""Cr"", ""F"", ""N"", ""O""]","{""B"": 1.0, ""Cr"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.22
16227,Sr1 Nb1 N1 O2,SrNbNO2,ABCD2,N-Nb-O-Sr,4,"[""N"", ""Nb"", ""O"", ""Sr""]","{""N"": 1.0, ""Nb"": 1.0, ""O"": 2.0, ""Sr"": 1.0}",5,1.46
16228,La1 Zr1 N2 O1,LaZrN2O,ABCD2,La-N-O-Zr,4,"[""La"", ""N"", ""O"", ""Zr""]","{""La"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Zr"": 1.0}",5,0.34
16229,Cs1 Fe1 S1 O2,CsFeSO2,ABCD2,Cs-Fe-O-S,4,"[""Cs"", ""Fe"", ""O"", ""S""]","{""Cs"": 1.0, ""Fe"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,3.7
16230,K1 Sc1 O2 F1,KScO2F,ABCD2,F-K-O-Sc,4,"[""F"", ""K"", ""O"", ""Sc""]","{""F"": 1.0, ""K"": 1.0, ""O"": 2.0, ""Sc"": 1.0}",5,2.48
16231,Ta1 Te1 O3,TaTeO3,ABC3,O-Ta-Te,3,"[""O"", ""Ta"", ""Te""]","{""O"": 3.0, ""Ta"": 1.0, ""Te"": 1.0}",5,1.34
16232,Fe1 Pb1 N1 O2,FePbNO2,ABCD2,Fe-N-O-Pb,4,"[""Fe"", ""N"", ""O"", ""Pb""]","{""Fe"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Pb"": 1.0}",5,1.42
16233,Ga1 Co1 S1 O2,GaCoSO2,ABCD2,Co-Ga-O-S,4,"[""Co"", ""Ga"", ""O"", ""S""]","{""Co"": 1.0, ""Ga"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.98
16234,Y1 Ge1 O3,YGeO3,ABC3,Ge-O-Y,3,"[""Ge"", ""O"", ""Y""]","{""Ge"": 1.0, ""O"": 3.0, ""Y"": 1.0}",5,0.64
16235,Hf1 Au1 N1 O2,HfAuNO2,ABCD2,Au-Hf-N-O,4,"[""Au"", ""Hf"", ""N"", ""O""]","{""Au"": 1.0, ""Hf"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.4
16236,K1 Nb1 N3,KNbN3,ABC3,K-N-Nb,3,"[""K"", ""N"", ""Nb""]","{""K"": 1.0, ""N"": 3.0, ""Nb"": 1.0}",5,2.44
16237,Cr1 Mo1 N1 O2,CrMoNO2,ABCD2,Cr-Mo-N-O,4,"[""Cr"", ""Mo"", ""N"", ""O""]","{""Cr"": 1.0, ""Mo"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,0.68
16238,Co1 Mo1 N2 O1,CoMoN2O,ABCD2,Co-Mo-N-O,4,"[""Co"", ""Mo"", ""N"", ""O""]","{""Co"": 1.0, ""Mo"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.08
16239,Ti1 Ga1 N2 O1,TiGaN2O,ABCD2,Ga-N-O-Ti,4,"[""Ga"", ""N"", ""O"", ""Ti""]","{""Ga"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Ti"": 1.0}",5,1.16
16240,Os1 W1 S1 O2,OsWSO2,ABCD2,O-Os-S-W,4,"[""O"", ""Os"", ""S"", ""W""]","{""O"": 2.0, ""Os"": 1.0, ""S"": 1.0, ""W"": 1.0}",5,1.78
16241,Li1 Hg1 N1 O1 F1,LiHgNOF,ABCDE,F-Hg-Li-N-O,5,"[""F"", ""Hg"", ""Li"", ""N"", ""O""]","{""F"": 1.0, ""Hg"": 1.0, ""Li"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,2.02
16242,Ti1 Cd1 N3,TiCdN3,ABC3,Cd-N-Ti,3,"[""Cd"", ""N"", ""Ti""]","{""Cd"": 1.0, ""N"": 3.0, ""Ti"": 1.0}",5,1.34
16243,Te1 Au1 N2 O1,TeAuN2O,ABCD2,Au-N-O-Te,4,"[""Au"", ""N"", ""O"", ""Te""]","{""Au"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Te"": 1.0}",5,1.74
16244,Be1 Ru1 N3,BeRuN3,ABC3,Be-N-Ru,3,"[""Be"", ""N"", ""Ru""]","{""Be"": 1.0, ""N"": 3.0, ""Ru"": 1.0}",5,1.74
16245,Si1 Ru1 O3,SiRuO3,ABC3,O-Ru-Si,3,"[""O"", ""Ru"", ""Si""]","{""O"": 3.0, ""Ru"": 1.0, ""Si"": 1.0}",5,1.62
16246,Cd1 Pd1 O3,CdPdO3,ABC3,Cd-O-Pd,3,"[""Cd"", ""O"", ""Pd""]","{""Cd"": 1.0, ""O"": 3.0, ""Pd"": 1.0}",5,1.28
16247,Ba1 Sc1 O3,BaScO3,ABC3,Ba-O-Sc,3,"[""Ba"", ""O"", ""Sc""]","{""Ba"": 1.0, ""O"": 3.0, ""Sc"": 1.0}",5,0.22
16248,Cs1 B1 N1 O1 F1,CsBNOF,ABCDE,B-Cs-F-N-O,5,"[""B"", ""Cs"", ""F"", ""N"", ""O""]","{""B"": 1.0, ""Cs"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.96
16249,Li1 Cr1 O2 F1,LiCrO2F,ABCD2,Cr-F-Li-O,4,"[""Cr"", ""F"", ""Li"", ""O""]","{""Cr"": 1.0, ""F"": 1.0, ""Li"": 1.0, ""O"": 2.0}",5,0.32
16250,Ag1 Ru1 O2 F1,AgRuO2F,ABCD2,Ag-F-O-Ru,4,"[""Ag"", ""F"", ""O"", ""Ru""]","{""Ag"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Ru"": 1.0}",5,1.78
16251,In1 As1 O3,InAsO3,ABC3,As-In-O,3,"[""As"", ""In"", ""O""]","{""As"": 1.0, ""In"": 1.0, ""O"": 3.0}",5,0.82
16252,Mg1 Cd1 N1 O2,MgCdNO2,ABCD2,Cd-Mg-N-O,4,"[""Cd"", ""Mg"", ""N"", ""O""]","{""Cd"": 1.0, ""Mg"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.44
16253,K1 Sb1 O2 F1,KSbO2F,ABCD2,F-K-O-Sb,4,"[""F"", ""K"", ""O"", ""Sb""]","{""F"": 1.0, ""K"": 1.0, ""O"": 2.0, ""Sb"": 1.0}",5,2.14
16254,K1 Te1 S1 O2,KTeSO2,ABCD2,K-O-S-Te,4,"[""K"", ""O"", ""S"", ""Te""]","{""K"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Te"": 1.0}",5,0.96
16255,Mg1 Mn1 N2 O1,MgMnN2O,ABCD2,Mg-Mn-N-O,4,"[""Mg"", ""Mn"", ""N"", ""O""]","{""Mg"": 1.0, ""Mn"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.24
16256,Cr1 In1 N1 O2,CrInNO2,ABCD2,Cr-In-N-O,4,"[""Cr"", ""In"", ""N"", ""O""]","{""Cr"": 1.0, ""In"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,0.94
16257,Na1 Fe1 S1 O2,NaFeSO2,ABCD2,Fe-Na-O-S,4,"[""Fe"", ""Na"", ""O"", ""S""]","{""Fe"": 1.0, ""Na"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.0
16258,Li1 Rh1 O2 F1,LiRhO2F,ABCD2,F-Li-O-Rh,4,"[""F"", ""Li"", ""O"", ""Rh""]","{""F"": 1.0, ""Li"": 1.0, ""O"": 2.0, ""Rh"": 1.0}",5,1.92
16259,Sc1 Fe1 S1 O2,ScFeSO2,ABCD2,Fe-O-S-Sc,4,"[""Fe"", ""O"", ""S"", ""Sc""]","{""Fe"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sc"": 1.0}",5,1.06
16260,Nb1 Cr1 O2 F1,NbCrO2F,ABCD2,Cr-F-Nb-O,4,"[""Cr"", ""F"", ""Nb"", ""O""]","{""Cr"": 1.0, ""F"": 1.0, ""Nb"": 1.0, ""O"": 2.0}",5,0.52
16261,Rb1 Li1 O2 F1,RbLiO2F,ABCD2,F-Li-O-Rb,4,"[""F"", ""Li"", ""O"", ""Rb""]","{""F"": 1.0, ""Li"": 1.0, ""O"": 2.0, ""Rb"": 1.0}",5,2.28
16262,Cr1 Bi1 N1 O1 F1,CrBiNOF,ABCDE,Bi-Cr-F-N-O,5,"[""Bi"", ""Cr"", ""F"", ""N"", ""O""]","{""Bi"": 1.0, ""Cr"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.44
16263,B1 W1 N1 O2,BWNO2,ABCD2,B-N-O-W,4,"[""B"", ""N"", ""O"", ""W""]","{""B"": 1.0, ""N"": 1.0, ""O"": 2.0, ""W"": 1.0}",5,1.4
16264,Li1 Sn1 N1 O2,LiSnNO2,ABCD2,Li-N-O-Sn,4,"[""Li"", ""N"", ""O"", ""Sn""]","{""Li"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Sn"": 1.0}",5,1.16
16265,Bi1 Pt1 N3,BiPtN3,ABC3,Bi-N-Pt,3,"[""Bi"", ""N"", ""Pt""]","{""Bi"": 1.0, ""N"": 3.0, ""Pt"": 1.0}",5,1.48
16266,Ca1 Au1 N1 O1 F1,CaAuNOF,ABCDE,Au-Ca-F-N-O,5,"[""Au"", ""Ca"", ""F"", ""N"", ""O""]","{""Au"": 1.0, ""Ca"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,2.22
16267,Mo1 As1 S1 O2,MoAsSO2,ABCD2,As-Mo-O-S,4,"[""As"", ""Mo"", ""O"", ""S""]","{""As"": 1.0, ""Mo"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.26
16268,Mn1 Si1 O3,MnSiO3,ABC3,Mn-O-Si,3,"[""Mn"", ""O"", ""Si""]","{""Mn"": 1.0, ""O"": 3.0, ""Si"": 1.0}",5,0.32
16269,Mo1 W1 N2 O1,MoWN2O,ABCD2,Mo-N-O-W,4,"[""Mo"", ""N"", ""O"", ""W""]","{""Mo"": 1.0, ""N"": 2.0, ""O"": 1.0, ""W"": 1.0}",5,0.54
16270,V1 As1 N3,VAsN3,ABC3,As-N-V,3,"[""As"", ""N"", ""V""]","{""As"": 1.0, ""N"": 3.0, ""V"": 1.0}",5,1.54
16271,Ta1 Ga1 S1 O2,TaGaSO2,ABCD2,Ga-O-S-Ta,4,"[""Ga"", ""O"", ""S"", ""Ta""]","{""Ga"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Ta"": 1.0}",5,0.32
16272,Rb1 Mo1 N1 O2,RbMoNO2,ABCD2,Mo-N-O-Rb,4,"[""Mo"", ""N"", ""O"", ""Rb""]","{""Mo"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Rb"": 1.0}",5,1.78
16273,Li1 Sb1 O2 F1,LiSbO2F,ABCD2,F-Li-O-Sb,4,"[""F"", ""Li"", ""O"", ""Sb""]","{""F"": 1.0, ""Li"": 1.0, ""O"": 2.0, ""Sb"": 1.0}",5,0.68
16274,Sn1 Ge1 O3,SnGeO3,ABC3,Ge-O-Sn,3,"[""Ge"", ""O"", ""Sn""]","{""Ge"": 1.0, ""O"": 3.0, ""Sn"": 1.0}",5,0.36
16275,Ba1 Cr1 O3,BaCrO3,ABC3,Ba-Cr-O,3,"[""Ba"", ""Cr"", ""O""]","{""Ba"": 1.0, ""Cr"": 1.0, ""O"": 3.0}",5,-0.14
16276,Na1 Ge1 S1 O2,NaGeSO2,ABCD2,Ge-Na-O-S,4,"[""Ge"", ""Na"", ""O"", ""S""]","{""Ge"": 1.0, ""Na"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.0
16277,Ga1 B1 N3,GaBN3,ABC3,B-Ga-N,3,"[""B"", ""Ga"", ""N""]","{""B"": 1.0, ""Ga"": 1.0, ""N"": 3.0}",5,1.98
16278,Na1 Ti1 N2 O1,NaTiN2O,ABCD2,N-Na-O-Ti,4,"[""N"", ""Na"", ""O"", ""Ti""]","{""N"": 2.0, ""Na"": 1.0, ""O"": 1.0, ""Ti"": 1.0}",5,1.42
16279,Tl1 Cu1 S1 O2,TlCuSO2,ABCD2,Cu-O-S-Tl,4,"[""Cu"", ""O"", ""S"", ""Tl""]","{""Cu"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Tl"": 1.0}",5,1.2
16280,Si1 Mo1 O3,SiMoO3,ABC3,Mo-O-Si,3,"[""Mo"", ""O"", ""Si""]","{""Mo"": 1.0, ""O"": 3.0, ""Si"": 1.0}",5,1.06
16281,Rb1 Si1 O3,RbSiO3,ABC3,O-Rb-Si,3,"[""O"", ""Rb"", ""Si""]","{""O"": 3.0, ""Rb"": 1.0, ""Si"": 1.0}",5,0.78
16282,Bi1 Te1 S1 O2,BiTeSO2,ABCD2,Bi-O-S-Te,4,"[""Bi"", ""O"", ""S"", ""Te""]","{""Bi"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Te"": 1.0}",5,1.08
16283,Ba1 Ga1 O3,BaGaO3,ABC3,Ba-Ga-O,3,"[""Ba"", ""Ga"", ""O""]","{""Ba"": 1.0, ""Ga"": 1.0, ""O"": 3.0}",5,0.2
16284,Sb1 Mo1 N1 O2,SbMoNO2,ABCD2,Mo-N-O-Sb,4,"[""Mo"", ""N"", ""O"", ""Sb""]","{""Mo"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Sb"": 1.0}",5,1.4
16285,As1 W1 N3,AsWN3,ABC3,As-N-W,3,"[""As"", ""N"", ""W""]","{""As"": 1.0, ""N"": 3.0, ""W"": 1.0}",5,1.78
16286,Y1 Co1 O2 F1,YCoO2F,ABCD2,Co-F-O-Y,4,"[""Co"", ""F"", ""O"", ""Y""]","{""Co"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Y"": 1.0}",5,1.16
16287,Li1 Ni1 O2 F1,LiNiO2F,ABCD2,F-Li-Ni-O,4,"[""F"", ""Li"", ""Ni"", ""O""]","{""F"": 1.0, ""Li"": 1.0, ""Ni"": 1.0, ""O"": 2.0}",5,1.86
16288,Cs1 Mg1 S1 O2,CsMgSO2,ABCD2,Cs-Mg-O-S,4,"[""Cs"", ""Mg"", ""O"", ""S""]","{""Cs"": 1.0, ""Mg"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.78
16289,Ba1 Au1 N1 O1 F1,BaAuNOF,ABCDE,Au-Ba-F-N-O,5,"[""Au"", ""Ba"", ""F"", ""N"", ""O""]","{""Au"": 1.0, ""Ba"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,2.08
16290,Hg1 Pd1 N3,HgPdN3,ABC3,Hg-N-Pd,3,"[""Hg"", ""N"", ""Pd""]","{""Hg"": 1.0, ""N"": 3.0, ""Pd"": 1.0}",5,2.86
16291,Re2 N3,Re2N3,A2B3,N-Re,2,"[""N"", ""Re""]","{""N"": 3.0, ""Re"": 2.0}",5,1.64
16292,Na1 Te1 O3,NaTeO3,ABC3,Na-O-Te,3,"[""Na"", ""O"", ""Te""]","{""Na"": 1.0, ""O"": 3.0, ""Te"": 1.0}",5,1.38
16293,Zn1 W1 O2 F1,ZnWO2F,ABCD2,F-O-W-Zn,4,"[""F"", ""O"", ""W"", ""Zn""]","{""F"": 1.0, ""O"": 2.0, ""W"": 1.0, ""Zn"": 1.0}",5,1.52
16294,Ni1 Au1 N3,NiAuN3,ABC3,Au-N-Ni,3,"[""Au"", ""N"", ""Ni""]","{""Au"": 1.0, ""N"": 3.0, ""Ni"": 1.0}",5,1.96
16295,Cs1 Rb1 N1 O1 F1,CsRbNOF,ABCDE,Cs-F-N-O-Rb,5,"[""Cs"", ""F"", ""N"", ""O"", ""Rb""]","{""Cs"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Rb"": 1.0}",5,2.48
16296,K1 Hf1 N1 O1 F1,KHfNOF,ABCDE,F-Hf-K-N-O,5,"[""F"", ""Hf"", ""K"", ""N"", ""O""]","{""F"": 1.0, ""Hf"": 1.0, ""K"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,3.36
16297,Cr1 W1 O2 F1,CrWO2F,ABCD2,Cr-F-O-W,4,"[""Cr"", ""F"", ""O"", ""W""]","{""Cr"": 1.0, ""F"": 1.0, ""O"": 2.0, ""W"": 1.0}",5,0.74
16298,Hf1 Be1 N1 O2,HfBeNO2,ABCD2,Be-Hf-N-O,4,"[""Be"", ""Hf"", ""N"", ""O""]","{""Be"": 1.0, ""Hf"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.82
16299,K1 Cd1 N1 O2,KCdNO2,ABCD2,Cd-K-N-O,4,"[""Cd"", ""K"", ""N"", ""O""]","{""Cd"": 1.0, ""K"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,2.54
16300,V1 Cd1 N2 O1,VCdN2O,ABCD2,Cd-N-O-V,4,"[""Cd"", ""N"", ""O"", ""V""]","{""Cd"": 1.0, ""N"": 2.0, ""O"": 1.0, ""V"": 1.0}",5,0.84
16301,Bi1 Te1 N1 O1 F1,BiTeNOF,ABCDE,Bi-F-N-O-Te,5,"[""Bi"", ""F"", ""N"", ""O"", ""Te""]","{""Bi"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Te"": 1.0}",5,1.08
16302,Sc1 Tl1 O2 F1,ScTlO2F,ABCD2,F-O-Sc-Tl,4,"[""F"", ""O"", ""Sc"", ""Tl""]","{""F"": 1.0, ""O"": 2.0, ""Sc"": 1.0, ""Tl"": 1.0}",5,0.46
16303,Zn1 Cd1 N1 O1 F1,ZnCdNOF,ABCDE,Cd-F-N-O-Zn,5,"[""Cd"", ""F"", ""N"", ""O"", ""Zn""]","{""Cd"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Zn"": 1.0}",5,1.2
16304,Mg1 Sc1 O3,MgScO3,ABC3,Mg-O-Sc,3,"[""Mg"", ""O"", ""Sc""]","{""Mg"": 1.0, ""O"": 3.0, ""Sc"": 1.0}",5,0.74
16305,Ir1 Pt1 O2 F1,IrPtO2F,ABCD2,F-Ir-O-Pt,4,"[""F"", ""Ir"", ""O"", ""Pt""]","{""F"": 1.0, ""Ir"": 1.0, ""O"": 2.0, ""Pt"": 1.0}",5,1.9
16306,Li1 Hf1 O3,LiHfO3,ABC3,Hf-Li-O,3,"[""Hf"", ""Li"", ""O""]","{""Hf"": 1.0, ""Li"": 1.0, ""O"": 3.0}",5,0.52
16307,Zn1 Cu1 N2 O1,ZnCuN2O,ABCD2,Cu-N-O-Zn,4,"[""Cu"", ""N"", ""O"", ""Zn""]","{""Cu"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Zn"": 1.0}",5,1.88
16308,Ba1 Sb1 S1 O2,BaSbSO2,ABCD2,Ba-O-S-Sb,4,"[""Ba"", ""O"", ""S"", ""Sb""]","{""Ba"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sb"": 1.0}",5,0.44
16309,Rb1 V1 O3,RbVO3,ABC3,O-Rb-V,3,"[""O"", ""Rb"", ""V""]","{""O"": 3.0, ""Rb"": 1.0, ""V"": 1.0}",5,1.48
16310,Zr1 Sc1 N3,ZrScN3,ABC3,N-Sc-Zr,3,"[""N"", ""Sc"", ""Zr""]","{""N"": 3.0, ""Sc"": 1.0, ""Zr"": 1.0}",5,1.12
16311,Zr1 Ni1 O2 F1,ZrNiO2F,ABCD2,F-Ni-O-Zr,4,"[""F"", ""Ni"", ""O"", ""Zr""]","{""F"": 1.0, ""Ni"": 1.0, ""O"": 2.0, ""Zr"": 1.0}",5,1.3
16312,K1 Os1 N3,KOsN3,ABC3,K-N-Os,3,"[""K"", ""N"", ""Os""]","{""K"": 1.0, ""N"": 3.0, ""Os"": 1.0}",5,1.5
16313,V1 Re1 N1 O1 F1,VReNOF,ABCDE,F-N-O-Re-V,5,"[""F"", ""N"", ""O"", ""Re"", ""V""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Re"": 1.0, ""V"": 1.0}",5,1.5
16314,Cs1 Be1 N2 O1,CsBeN2O,ABCD2,Be-Cs-N-O,4,"[""Be"", ""Cs"", ""N"", ""O""]","{""Be"": 1.0, ""Cs"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,2.86
16315,K1 Na1 O3,KNaO3,ABC3,K-Na-O,3,"[""K"", ""Na"", ""O""]","{""K"": 1.0, ""Na"": 1.0, ""O"": 3.0}",5,2.22
16316,Cs1 W1 O2 F1,CsWO2F,ABCD2,Cs-F-O-W,4,"[""Cs"", ""F"", ""O"", ""W""]","{""Cs"": 1.0, ""F"": 1.0, ""O"": 2.0, ""W"": 1.0}",5,0.52
16317,K1 Hg1 N1 O1 F1,KHgNOF,ABCDE,F-Hg-K-N-O,5,"[""F"", ""Hg"", ""K"", ""N"", ""O""]","{""F"": 1.0, ""Hg"": 1.0, ""K"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,2.66
16318,Rb1 Ba1 S1 O2,RbBaSO2,ABCD2,Ba-O-Rb-S,4,"[""Ba"", ""O"", ""Rb"", ""S""]","{""Ba"": 1.0, ""O"": 2.0, ""Rb"": 1.0, ""S"": 1.0}",5,2.28
16319,Cu1 Mo1 O2 F1,CuMoO2F,ABCD2,Cu-F-Mo-O,4,"[""Cu"", ""F"", ""Mo"", ""O""]","{""Cu"": 1.0, ""F"": 1.0, ""Mo"": 1.0, ""O"": 2.0}",5,0.62
16320,Nb1 As1 S1 O2,NbAsSO2,ABCD2,As-Nb-O-S,4,"[""As"", ""Nb"", ""O"", ""S""]","{""As"": 1.0, ""Nb"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.1
16321,Ba1 As1 N1 O2,BaAsNO2,ABCD2,As-Ba-N-O,4,"[""As"", ""Ba"", ""N"", ""O""]","{""As"": 1.0, ""Ba"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,0.62
16322,Ba1 Ag1 N3,BaAgN3,ABC3,Ag-Ba-N,3,"[""Ag"", ""Ba"", ""N""]","{""Ag"": 1.0, ""Ba"": 1.0, ""N"": 3.0}",5,3.04
16323,Cd1 Rh1 S1 O2,CdRhSO2,ABCD2,Cd-O-Rh-S,4,"[""Cd"", ""O"", ""Rh"", ""S""]","{""Cd"": 1.0, ""O"": 2.0, ""Rh"": 1.0, ""S"": 1.0}",5,1.16
16324,Rb1 W1 O3,RbWO3,ABC3,O-Rb-W,3,"[""O"", ""Rb"", ""W""]","{""O"": 3.0, ""Rb"": 1.0, ""W"": 1.0}",5,1.88
16325,Na1 Hg1 N2 O1,NaHgN2O,ABCD2,Hg-N-Na-O,4,"[""Hg"", ""N"", ""Na"", ""O""]","{""Hg"": 1.0, ""N"": 2.0, ""Na"": 1.0, ""O"": 1.0}",5,2.54
16326,Mg1 Sb1 O3,MgSbO3,ABC3,Mg-O-Sb,3,"[""Mg"", ""O"", ""Sb""]","{""Mg"": 1.0, ""O"": 3.0, ""Sb"": 1.0}",5,0.94
16327,Cd1 Te1 N3,CdTeN3,ABC3,Cd-N-Te,3,"[""Cd"", ""N"", ""Te""]","{""Cd"": 1.0, ""N"": 3.0, ""Te"": 1.0}",5,1.74
16328,Ag1 As1 N3,AgAsN3,ABC3,Ag-As-N,3,"[""Ag"", ""As"", ""N""]","{""Ag"": 1.0, ""As"": 1.0, ""N"": 3.0}",5,1.9
16329,Ni1 Rh1 S1 O2,NiRhSO2,ABCD2,Ni-O-Rh-S,4,"[""Ni"", ""O"", ""Rh"", ""S""]","{""Ni"": 1.0, ""O"": 2.0, ""Rh"": 1.0, ""S"": 1.0}",5,1.14
16330,Hf1 Si1 N1 O2,HfSiNO2,ABCD2,Hf-N-O-Si,4,"[""Hf"", ""N"", ""O"", ""Si""]","{""Hf"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Si"": 1.0}",5,1.52
16331,Y1 Cd1 N3,YCdN3,ABC3,Cd-N-Y,3,"[""Cd"", ""N"", ""Y""]","{""Cd"": 1.0, ""N"": 3.0, ""Y"": 1.0}",5,1.92
16332,Bi1 Ru1 N3,BiRuN3,ABC3,Bi-N-Ru,3,"[""Bi"", ""N"", ""Ru""]","{""Bi"": 1.0, ""N"": 3.0, ""Ru"": 1.0}",5,2.02
16333,As1 W1 N1 O2,AsWNO2,ABCD2,As-N-O-W,4,"[""As"", ""N"", ""O"", ""W""]","{""As"": 1.0, ""N"": 1.0, ""O"": 2.0, ""W"": 1.0}",5,0.84
16334,Sr1 Mn1 N2 O1,SrMnN2O,ABCD2,Mn-N-O-Sr,4,"[""Mn"", ""N"", ""O"", ""Sr""]","{""Mn"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sr"": 1.0}",5,1.12
16335,Si1 W1 O2 F1,SiWO2F,ABCD2,F-O-Si-W,4,"[""F"", ""O"", ""Si"", ""W""]","{""F"": 1.0, ""O"": 2.0, ""Si"": 1.0, ""W"": 1.0}",5,1.54
16336,Cu1 Ge1 O2 F1,CuGeO2F,ABCD2,Cu-F-Ge-O,4,"[""Cu"", ""F"", ""Ge"", ""O""]","{""Cu"": 1.0, ""F"": 1.0, ""Ge"": 1.0, ""O"": 2.0}",5,1.0
