element_set,group_size,target_mean,target_std,target_min,target_max,n_unique_elements_mean
Fe-O-Tl,2,1.31,0.7778174593052023,0.76,1.86,3.0
Fe-O-V,2,0.65,0.18384776310850237,0.52,0.78,3.0
Fe-O-W,2,1.05,0.5798275605729689,0.64,1.46,3.0
Fe-O-Y,2,1.24,1.1030865786510142,0.46,2.02,3.0
Fe-O-Zn,2,1.14,0.4525483399593904,0.82,1.46,3.0
Fe-O-Zr,2,0.88,0.16970562748477142,0.76,1.0,3.0
Ga-Ge-N,2,1.8199999999999998,0.14142135623730956,1.72,1.92,3.0
Ga-Ge-O,2,0.76,0.14142135623730948,0.66,0.86,3.0
Ga-Ge-O-S,2,0.87,0.04242640687119289,0.84,0.9,4.0
Ga-Hf-N,2,1.5,0.028284271247461926,1.48,1.52,3.0
Ga-Hf-O,2,0.66,0.14142135623730948,0.56,0.76,3.0
Ga-Hf-O-S,2,1.04,0.36769552621700474,0.78,1.3,4.0
Ga-Hg-N,2,2.27,0.4666904755831215,1.94,2.6,3.0
Ga-Hg-O,2,1.3,0.39597979746446665,1.02,1.58,3.0
Ga-Hg-O-S,2,1.4,0.622253967444162,0.96,1.84,4.0
Ga-In-N,2,1.86,0.39597979746446665,1.58,2.14,3.0
Ga-In-O,2,0.8999999999999999,0.42426406871192845,0.6,1.2,3.0
Ga-In-O-S,2,0.79,0.0989949493661167,0.72,0.86,4.0
Ga-Ir-N,2,1.79,0.8626702730475879,1.18,2.4,3.0
Ga-Ir-O,2,1.23,0.014142135623730963,1.22,1.24,3.0
Ga-Ir-O-S,2,1.1800000000000002,0.08485281374238571,1.12,1.24,4.0
Ga-K-N,2,2.9400000000000004,1.0465180361560906,2.2,3.68,3.0
Ga-K-O,2,1.06,0.565685424949238,0.66,1.46,3.0
Ga-K-O-S,2,2.05,1.088944443027283,1.28,2.82,4.0
Ga-La-N,2,1.57,0.9192388155425119,0.92,2.22,3.0
Ga-La-O,2,0.6,0.9050966799187808,-0.04,1.24,3.0
Ga-La-O-S,2,0.59,0.35355339059327373,0.34,0.84,4.0
Ga-Li-N,2,2.59,0.4101219330881976,2.3,2.88,3.0
Ga-Li-O,2,1.3599999999999999,0.565685424949238,0.96,1.76,3.0
Ga-Li-O-S,2,1.21,0.15556349186104051,1.1,1.32,4.0
Ga-Mg-N,2,2.27,0.3535533905932738,2.02,2.52,3.0
Ga-Mg-O,2,1.02,0.42426406871192857,0.72,1.32,3.0
Ga-Mg-O-S,2,0.8999999999999999,0.05656854249492382,0.86,0.94,4.0
Ga-Mn-N,2,1.47,0.5798275605729689,1.06,1.88,3.0
Ga-Mn-O,2,0.6200000000000001,0.08485281374238574,0.56,0.68,3.0
Ga-Mn-O-S,2,0.89,0.014142135623730963,0.88,0.9,4.0
Ga-Mo-N,2,1.13,0.4384062043356595,0.82,1.44,3.0
Ga-Mo-O,2,0.5,0.28284271247461895,0.3,0.7,3.0
Ga-Mo-O-S,2,0.8400000000000001,0.33941125496954283,0.6,1.08,4.0
Ga-N-Na,2,2.1500000000000004,0.014142135623730807,2.14,2.16,3.0
Ga-N-Nb,2,1.15,0.24041630560342614,0.98,1.32,3.0
Ga-N-Ni,2,1.88,0.5939696961966998,1.46,2.3,3.0
Ga-N-O,2,1.5,0.2262741699796951,1.34,1.66,3.0
Ga-N-Os,2,1.57,0.3818376618407357,1.3,1.84,3.0
Ga-N-Pb,2,1.75,0.1838477631085022,1.62,1.88,3.0
Ga-N-Pd,2,1.6800000000000002,0.08485281374238571,1.62,1.74,3.0
Ga-N-Pt,2,1.89,0.5515432893255069,1.5,2.28,3.0
Ga-N-Rb,2,3.0199999999999996,1.0465180361560902,2.28,3.76,3.0
Ga-N-Re,2,1.5999999999999999,0.9899494936611662,0.9,2.3,3.0
Ga-N-Rh,2,1.7400000000000002,0.6222539674441618,1.3,2.18,3.0
Ga-N-Ru,2,1.4300000000000002,0.43840620433565947,1.12,1.74,3.0
Ga-N-Sb,2,1.75,0.04242640687119289,1.72,1.78,3.0
Ga-N-Sc,2,1.7,0.42426406871192857,1.4,2.0,3.0
Ga-N-Si,2,1.5699999999999998,0.2404163056034263,1.4,1.74,3.0
Ga-N-Sn,2,1.45,0.04242640687119289,1.42,1.48,3.0
Ga-N-Sr,2,2.49,1.0040916292848974,1.78,3.2,3.0
Ga-N-Ta,2,1.2200000000000002,0.14142135623730956,1.12,1.32,3.0
Ga-N-Te,2,1.8900000000000001,0.04242640687119281,1.86,1.92,3.0
Ga-N-Ti,2,1.47,0.04242640687119289,1.44,1.5,3.0
Ga-N-Tl,2,2.25,0.4949747468305834,1.9,2.6,3.0
Ga-N-V,2,1.5699999999999998,0.46669047558312127,1.24,1.9,3.0
Ga-N-W,2,1.0699999999999998,0.5232590180780451,0.7,1.44,3.0
Ga-N-Y,2,1.62,0.5656854249492381,1.22,2.02,3.0
Ga-N-Zn,2,2.17,0.1838477631085022,2.04,2.3,3.0
Ga-N-Zr,2,1.18,0.028284271247461926,1.16,1.2,3.0
Ga-Na-O,2,1.3900000000000001,0.9475230867899738,0.72,2.06,3.0
Ga-Na-O-S,2,1.37,0.2121320343559642,1.22,1.52,4.0
Ga-Nb-O,2,0.32999999999999996,0.35355339059327373,0.08,0.58,3.0
Ga-Nb-O-S,2,0.6799999999999999,0.42426406871192857,0.38,0.98,4.0
Ga-Ni-O,2,1.1,0.22627416997969532,0.94,1.26,3.0
Ga-Ni-O-S,2,0.9299999999999999,0.04242640687119277,0.9,0.96,4.0
Ga-O-Os,2,1.1400000000000001,0.22627416997969516,0.98,1.3,3.0
Ga-O-Os-S,2,1.17,0.1272792206135786,1.08,1.26,4.0
Ga-O-Pb,2,0.79,0.3818376618407357,0.52,1.06,3.0
Ga-O-Pb-S,2,0.89,0.24041630560342622,0.72,1.06,4.0
Ga-O-Pd,2,1.27,0.014142135623730963,1.26,1.28,3.0
Ga-O-Pd-S,2,1.12,0.16970562748477147,1.0,1.24,4.0
Ga-O-Pt,2,1.4,0.1414213562373094,1.3,1.5,3.0
Ga-O-Pt-S,2,1.15,0.12727922061357844,1.06,1.24,4.0
Ga-O-Rb,2,1.63,1.2869343417595167,0.72,2.54,3.0
Ga-O-Rb-S,2,2.11,1.0889444430272832,1.34,2.88,4.0
Ga-O-Re,2,0.78,0.45254833995939053,0.46,1.1,3.0
Ga-O-Re-S,2,1.06,0.42426406871192857,0.76,1.36,4.0
Ga-O-Rh,2,1.04,0.028284271247461926,1.02,1.06,3.0
Ga-O-Rh-S,2,1.0,0.11313708498984758,0.92,1.08,4.0
Ga-O-Ru,2,1.17,0.15556349186104035,1.06,1.28,3.0
Ga-O-Ru-S,2,1.1,0.14142135623730956,1.0,1.2,4.0
Ga-O-S-Sb,2,0.78,0.14142135623730948,0.68,0.88,4.0
Ga-O-S-Sc,2,1.1,0.3111269837220809,0.88,1.32,4.0
Ga-O-S-Si,2,1.32,0.33941125496954283,1.08,1.56,4.0
Ga-O-S-Sn,2,0.8300000000000001,0.07071067811865478,0.78,0.88,4.0
Ga-O-S-Sr,2,1.4300000000000002,0.9192388155425119,0.78,2.08,4.0
Ga-O-S-Ta,2,0.75,0.6081118318204308,0.32,1.18,4.0
Ga-O-S-Te,2,0.97,0.04242640687119289,0.94,1.0,4.0
Ga-O-S-Ti,2,0.9299999999999999,0.3252691193458118,0.7,1.16,4.0
Ga-O-S-Tl,2,1.0899999999999999,0.1838477631085023,0.96,1.22,4.0
Ga-O-S-V,2,0.69,0.2404163056034262,0.52,0.86,4.0
Ga-O-S-W,2,0.93,0.5232590180780452,0.56,1.3,4.0
Ga-O-S-Y,2,0.77,0.18384776310850237,0.64,0.9,4.0
Ga-O-S-Zn,2,1.22,0.5091168824543143,0.86,1.58,4.0
Ga-O-S-Zr,2,0.8999999999999999,0.33941125496954266,0.66,1.14,4.0
Ga-O-Sb,2,0.5,0.2262741699796952,0.34,0.66,3.0
Ga-O-Sc,2,0.75,0.46669047558312143,0.42,1.08,3.0
Ga-O-Si,2,0.94,0.42426406871192857,0.64,1.24,3.0
Ga-O-Sn,2,0.52,0.1131370849898476,0.44,0.6,3.0
Ga-O-Sr,2,0.77,0.7212489168102785,0.26,1.28,3.0
Ga-O-Ta,2,0.36,0.565685424949238,-0.04,0.76,3.0
Ga-O-Te,2,0.9299999999999999,0.014142135623730845,0.92,0.94,3.0
Ga-O-Ti,2,0.48,0.25455844122715715,0.3,0.66,3.0
Ga-O-Tl,2,1.06,0.311126983722081,0.84,1.28,3.0
Ga-O-V,2,0.49,0.3818376618407357,0.22,0.76,3.0
Ga-O-W,2,0.57,0.5232590180780451,0.2,0.94,3.0
Ga-O-Y,2,0.75,0.6363961030678927,0.3,1.2,3.0
Ga-O-Zn,2,1.0,0.05656854249492385,0.96,1.04,3.0
Ga-O-Zr,2,0.6000000000000001,0.05656854249492382,0.56,0.64,3.0
Ge-Hf-N,2,1.27,0.21213203435596414,1.12,1.42,3.0
Ge-Hf-O,2,0.6900000000000001,0.5515432893255071,0.3,1.08,3.0
Ge-Hf-O-S,2,1.1300000000000001,0.6646803743153548,0.66,1.6,4.0
Ge-Hg-N,2,2.2,0.622253967444162,1.76,2.64,3.0
Ge-Hg-O,2,1.17,0.551543289325507,0.78,1.56,3.0
Ge-Hg-O-S,2,1.25,0.6646803743153546,0.78,1.72,4.0
Ge-In-N,2,1.56,0.22627416997969516,1.4,1.72,3.0
Ge-In-O,2,0.63,0.2404163056034262,0.46,0.8,3.0
Ge-In-O-S,2,0.82,0.16970562748477142,0.7,0.94,4.0
Ge-Ir-N,2,1.35,0.18384776310850245,1.22,1.48,3.0
Ge-Ir-O,2,1.31,0.3252691193458118,1.08,1.54,3.0
Ge-Ir-O-S,2,1.06,0.028284271247461926,1.04,1.08,4.0
Ge-K-N,2,3.01,1.3717871555019023,2.04,3.98,3.0
Ge-K-O,2,0.95,0.7495331880577404,0.42,1.48,3.0
Ge-K-O-S,2,1.97,1.2586500705120545,1.08,2.86,4.0
Ge-La-N,2,1.4500000000000002,1.1172287142747452,0.66,2.24,3.0
Ge-La-O,2,0.5900000000000001,0.4384062043356594,0.28,0.9,3.0
Ge-La-O-S,2,0.64,0.3111269837220809,0.42,0.86,4.0
Ge-Li-N,2,1.96,0.08485281374238578,1.9,2.02,3.0
Ge-Li-O,2,1.16,0.7919595949289332,0.6,1.72,3.0
Ge-Li-O-S,2,1.52,0.6222539674441617,1.08,1.96,4.0
Ge-Mg-N,2,2.09,0.49497474683058335,1.74,2.44,3.0
Ge-Mg-O,2,0.78,0.6222539674441617,0.34,1.22,3.0
Ge-Mg-O-S,2,0.79,0.0707106781186547,0.74,0.84,4.0
Ge-Mn-N,2,1.1099999999999999,0.18384776310850245,0.98,1.24,3.0
Ge-Mn-O,2,0.33999999999999997,0.02828427124746191,0.32,0.36,3.0
Ge-Mn-O-S,2,0.72,0.0,0.72,0.72,4.0
Ge-Mo-N,2,0.97,0.2969848480983499,0.76,1.18,3.0
Ge-Mo-O,2,0.76,0.33941125496954283,0.52,1.0,3.0
Ge-Mo-O-S,2,0.9299999999999999,0.2969848480983499,0.72,1.14,4.0
Ge-N-Na,2,2.02,0.1131370849898477,1.94,2.1,3.0
Ge-N-Nb,2,1.02,0.05656854249492385,0.98,1.06,3.0
Ge-N-Ni,2,1.41,0.014142135623730963,1.4,1.42,3.0
Ge-N-O,2,0.84,0.16970562748477142,0.72,0.96,3.0
Ge-N-Os,2,1.27,0.3818376618407357,1.0,1.54,3.0
Ge-N-Pb,2,1.68,0.36769552621700474,1.42,1.94,3.0
Ge-N-Pd,2,1.5699999999999998,0.12727922061357844,1.48,1.66,3.0
Ge-N-Pt,2,1.73,0.268700576850888,1.54,1.92,3.0
Ge-N-Rb,2,3.0700000000000003,1.2869343417595165,2.16,3.98,3.0
Ge-N-Re,2,1.39,0.7778174593052022,0.84,1.94,3.0
Ge-N-Rh,2,1.3599999999999999,0.056568542494923775,1.32,1.4,3.0
Ge-N-Ru,2,1.26,0.2262741699796951,1.1,1.42,3.0
Ge-N-Sb,2,1.5299999999999998,0.15556349186104035,1.42,1.64,3.0
Ge-N-Sc,2,1.58,0.4808326112068524,1.24,1.92,3.0
Ge-N-Si,2,1.48,0.1131370849898477,1.4,1.56,3.0
Ge-N-Sn,2,1.45,0.014142135623730963,1.44,1.46,3.0
Ge-N-Sr,2,1.86,0.45254833995939053,1.54,2.18,3.0
Ge-N-Ta,2,1.07,0.014142135623730963,1.06,1.08,3.0
Ge-N-Te,2,1.6600000000000001,0.08485281374238571,1.6,1.72,3.0
Ge-N-Ti,2,1.31,0.15556349186104051,1.2,1.42,3.0
Ge-N-Tl,2,2.18,0.6505382386916237,1.72,2.64,3.0
Ge-N-V,2,1.35,0.24041630560342614,1.18,1.52,3.0
Ge-N-W,2,0.9199999999999999,0.39597979746446654,0.64,1.2,3.0
Ge-N-Y,2,1.48,0.8202438661763952,0.9,2.06,3.0
Ge-N-Zn,2,1.75,0.07071067811865482,1.7,1.8,3.0
Ge-N-Zr,2,1.08,0.1979898987322334,0.94,1.22,3.0
Ge-Na-O,2,0.8600000000000001,0.6788225099390857,0.38,1.34,3.0
Ge-Na-O-S,2,1.2,0.28284271247461895,1.0,1.4,4.0
Ge-Nb-O,2,0.61,0.3535533905932738,0.36,0.86,3.0
Ge-Nb-O-S,2,0.8,0.42426406871192857,0.5,1.1,4.0
Ge-Ni-O,2,0.86,0.16970562748477142,0.74,0.98,3.0
Ge-Ni-O-S,2,0.94,0.16970562748477153,0.82,1.06,4.0
Ge-O-Os,2,1.28,0.42426406871192857,0.98,1.58,3.0
Ge-O-Os-S,2,1.17,0.21213203435596437,1.02,1.32,4.0
Ge-O-Pb,2,0.64,0.4808326112068523,0.3,0.98,3.0
Ge-O-Pb-S,2,0.8700000000000001,0.3535533905932738,0.62,1.12,4.0
Ge-O-Pd,2,1.17,0.18384776310850245,1.04,1.3,3.0
Ge-O-Pd-S,2,1.02,0.25455844122715704,0.84,1.2,4.0
Ge-O-Pt,2,1.3,0.05656854249492385,1.26,1.34,3.0
Ge-O-Pt-S,2,1.0699999999999998,0.1838477631085023,0.94,1.2,4.0
Ge-O-Rb,2,1.56,1.4142135623730951,0.56,2.56,3.0
Ge-O-Rb-S,2,2.01,1.2020815280171306,1.16,2.86,4.0
Ge-O-Re,2,1.12,0.565685424949238,0.72,1.52,3.0
Ge-O-Re-S,2,1.1,0.3394112549695429,0.86,1.34,4.0
Ge-O-Rh,2,1.08,0.05656854249492385,1.04,1.12,3.0
Ge-O-Rh-S,2,0.99,0.07071067811865482,0.94,1.04,4.0
Ge-O-Ru,2,1.03,0.1555634918610404,0.92,1.14,3.0
Ge-O-Ru-S,2,1.0899999999999999,0.18384776310850245,0.96,1.22,4.0
Ge-O-S-Sb,2,0.72,0.05656854249492373,0.68,0.76,4.0
Ge-O-S-Sc,2,0.98,0.05656854249492385,0.94,1.02,4.0
Ge-O-S-Si,2,1.17,0.3252691193458118,0.94,1.4,4.0
Ge-O-S-Sn,2,0.6799999999999999,0.08485281374238567,0.62,0.74,4.0
Ge-O-S-Sr,2,0.8699999999999999,0.4101219330881976,0.58,1.16,4.0
Ge-O-S-Ta,2,0.79,0.551543289325507,0.4,1.18,4.0
Ge-O-S-Te,2,0.98,0.11313708498984766,0.9,1.06,4.0
Ge-O-S-Ti,2,0.84,0.4525483399593903,0.52,1.16,4.0
Ge-O-S-Tl,2,1.04,0.33941125496954283,0.8,1.28,4.0
Ge-O-S-V,2,0.65,0.26870057685088805,0.46,0.84,4.0
Ge-O-S-W,2,1.1600000000000001,0.5939696961967,0.74,1.58,4.0
Ge-O-S-Y,2,0.78,0.08485281374238574,0.72,0.84,4.0
Ge-O-S-Zn,2,1.06,0.28284271247461906,0.86,1.26,4.0
Ge-O-S-Zr,2,0.8999999999999999,0.42426406871192857,0.6,1.2,4.0
Ge-O-Sb,2,0.75,0.07071067811865482,0.7,0.8,3.0
Ge-O-Sc,2,0.89,0.12727922061357852,0.8,0.98,3.0
Ge-O-Si,2,0.86,0.4242640687119284,0.56,1.16,3.0
Ge-O-Sn,2,0.41000000000000003,0.0707106781186548,0.36,0.46,3.0
Ge-O-Sr,2,1.09,1.3152186130069783,0.16,2.02,3.0
Ge-O-Ta,2,0.57,0.551543289325507,0.18,0.96,3.0
Ge-O-Te,2,0.9299999999999999,0.12727922061357863,0.84,1.02,3.0
Ge-O-Ti,2,0.52,0.4525483399593903,0.2,0.84,3.0
Ge-O-Tl,2,0.96,0.4525483399593905,0.64,1.28,3.0
Ge-O-V,2,0.48,0.2262741699796952,0.32,0.64,3.0
Ge-O-W,2,0.95,0.6646803743153546,0.48,1.42,3.0
Ge-O-Y,2,0.9099999999999999,0.38183766184073564,0.64,1.18,3.0
Ge-O-Zn,2,0.91,0.6081118318204309,0.48,1.34,3.0
Ge-O-Zr,2,0.63,0.49497474683058323,0.28,0.98,3.0
Hf-Hg-N,2,1.97,0.6929646455628166,1.48,2.46,3.0
Hf-Hg-O,2,1.13,0.7212489168102784,0.62,1.64,3.0
Hf-Hg-O-S,2,1.5899999999999999,1.2020815280171309,0.74,2.44,4.0
Hf-In-N,2,1.67,0.5515432893255071,1.28,2.06,3.0
Hf-In-O,2,0.65,0.43840620433565947,0.34,0.96,3.0
Hf-In-O-S,2,1.08,0.5374011537017761,0.7,1.46,4.0
Hf-Ir-N,2,1.8,0.45254833995939053,1.48,2.12,3.0
Hf-Ir-O,2,1.3,0.39597979746446665,1.02,1.58,3.0
Hf-Ir-O-S,2,1.35,0.4949747468305831,1.0,1.7,4.0
Hf-K-N,2,2.75,1.6263455967290592,1.6,3.9,3.0
Hf-K-O,2,0.8999999999999999,1.103086578651014,0.12,1.68,3.0
Hf-K-O-S,2,2.15,1.7960512242138307,0.88,3.42,4.0
Hf-La-N,2,1.4,1.3576450198781713,0.44,2.36,3.0
Hf-La-O,2,0.58,0.5939696961966999,0.16,1.0,3.0
Hf-La-O-S,2,0.97,0.5798275605729689,0.56,1.38,4.0
Hf-Li-N,2,1.94,0.2545584412271571,1.76,2.12,3.0
Hf-Li-O,2,0.88,0.5091168824543142,0.52,1.24,3.0
Hf-Li-O-S,2,1.42,0.6505382386916236,0.96,1.88,4.0
Hf-Mg-N,2,1.81,0.3535533905932738,1.56,2.06,3.0
Hf-Mg-O,2,0.7,0.42426406871192857,0.4,1.0,3.0
Hf-Mg-O-S,2,0.98,0.39597979746446665,0.7,1.26,4.0
Hf-Mn-N,2,1.24,0.36769552621700474,0.98,1.5,3.0
Hf-Mn-O,2,0.6,0.5939696961966999,0.18,1.02,3.0
Hf-Mn-O-S,2,0.92,0.2828427124746191,0.72,1.12,4.0
Hf-Mo-N,2,1.26,0.4808326112068523,0.92,1.6,3.0
Hf-Mo-O,2,1.22,0.39597979746446665,0.94,1.5,3.0
Hf-Mo-O-S,2,1.24,0.028284271247461926,1.22,1.26,4.0
Hf-N-Na,2,2.37,1.0606601717798212,1.62,3.12,3.0
Hf-N-Nb,2,1.3,0.33941125496954283,1.06,1.54,3.0
Hf-N-Ni,2,1.54,0.42426406871192857,1.24,1.84,3.0
Hf-N-O,2,0.55,0.014142135623730963,0.54,0.56,3.0
Hf-N-Os,2,1.77,0.6929646455628165,1.28,2.26,3.0
Hf-N-Pb,2,1.73,0.9192388155425116,1.08,2.38,3.0
Hf-N-Pd,2,1.77,0.09899494936611673,1.7,1.84,3.0
Hf-N-Pt,2,1.8399999999999999,0.11313708498984763,1.76,1.92,3.0
Hf-N-Rb,2,2.83,1.6263455967290592,1.68,3.98,3.0
Hf-N-Re,2,1.45,0.862670273047588,0.84,2.06,3.0
Hf-N-Rh,2,1.7000000000000002,0.16970562748477133,1.58,1.82,3.0
Hf-N-Ru,2,1.69,0.3818376618407357,1.42,1.96,3.0
Hf-N-Sb,2,1.3399999999999999,0.056568542494923615,1.3,1.38,3.0
Hf-N-Sc,2,1.44,0.31112698372208086,1.22,1.66,3.0
Hf-N-Si,2,1.38,0.905096679918781,0.74,2.02,3.0
Hf-N-Sn,2,1.42,0.36769552621700474,1.16,1.68,3.0
Hf-N-Sr,2,2.32,1.5556349186104044,1.22,3.42,3.0
Hf-N-Ta,2,1.29,0.5798275605729689,0.88,1.7,3.0
Hf-N-Te,2,1.5899999999999999,0.07071067811865459,1.54,1.64,3.0
Hf-N-Ti,2,1.3399999999999999,0.4525483399593904,1.02,1.66,3.0
Hf-N-Tl,2,1.96,0.8202438661763952,1.38,2.54,3.0
Hf-N-V,2,1.16,0.4808326112068523,0.82,1.5,3.0
Hf-N-W,2,1.31,0.7495331880577404,0.78,1.84,3.0
Hf-N-Y,2,1.42,0.8768124086713188,0.8,2.04,3.0
Hf-N-Zn,2,1.6800000000000002,0.08485281374238571,1.62,1.74,3.0
Hf-N-Zr,2,1.3199999999999998,0.1414213562373094,1.22,1.42,3.0
Hf-Na-O,2,0.8,0.7919595949289333,0.24,1.36,3.0
Hf-Na-O-S,2,1.27,0.5232590180780451,0.9,1.64,4.0
Hf-Nb-O,2,0.65,0.04242640687119289,0.62,0.68,3.0
Hf-Nb-O-S,2,1.03,0.04242640687119289,1.0,1.06,4.0
Hf-Ni-O,2,1.12,0.19798989873223324,0.98,1.26,3.0
Hf-Ni-O-S,2,1.1400000000000001,0.4808326112068524,0.8,1.48,4.0
Hf-O-Os,2,1.3599999999999999,0.2545584412271571,1.18,1.54,3.0
Hf-O-Os-S,2,1.42,0.39597979746446665,1.14,1.7,4.0
Hf-O-Pb,2,0.76,0.9333809511662428,0.1,1.42,3.0
Hf-O-Pb-S,2,1.1099999999999999,0.834386001800126,0.52,1.7,4.0
Hf-O-Pd,2,1.46,0.7353910524340095,0.94,1.98,3.0
Hf-O-Pd-S,2,1.39,0.7778174593052022,0.84,1.94,4.0
Hf-O-Pt,2,1.44,0.28284271247461895,1.24,1.64,3.0
Hf-O-Pt-S,2,1.33,0.4666904755831214,1.0,1.66,4.0
Hf-O-Rb,2,0.99,1.145512985522207,0.18,1.8,3.0
Hf-O-Rb-S,2,2.3200000000000003,1.9516147160748711,0.94,3.7,4.0
Hf-O-Re,2,1.17,0.18384776310850245,1.04,1.3,3.0
Hf-O-Re-S,2,1.29,0.09899494936611673,1.22,1.36,4.0
Hf-O-Rh,2,1.4500000000000002,0.5798275605729691,1.04,1.86,3.0
Hf-O-Rh-S,2,1.21,0.4949747468305833,0.86,1.56,4.0
Hf-O-Ru,2,1.21,0.18384776310850245,1.08,1.34,3.0
Hf-O-Ru-S,2,1.4300000000000002,0.24041630560342614,1.26,1.6,4.0
Hf-O-S-Sb,2,1.12,0.45254833995939026,0.8,1.44,4.0
Hf-O-S-Sc,2,0.8200000000000001,0.22627416997969513,0.66,0.98,4.0
Hf-O-S-Si,2,1.07,0.21213203435596417,0.92,1.22,4.0
Hf-O-S-Sn,2,1.08,0.6788225099390857,0.6,1.56,4.0
Hf-O-S-Sr,2,1.07,0.8909545442950498,0.44,1.7,4.0
Hf-O-S-Ta,2,1.17,0.2969848480983499,0.96,1.38,4.0
Hf-O-S-Te,2,1.23,0.4384062043356594,0.92,1.54,4.0
Hf-O-S-Ti,2,0.8,0.028284271247461808,0.78,0.82,4.0
Hf-O-S-Tl,2,1.22,0.7353910524340095,0.7,1.74,4.0
Hf-O-S-V,2,1.02,0.05656854249492385,0.98,1.06,4.0
Hf-O-S-W,2,1.4500000000000002,0.21213203435596437,1.3,1.6,4.0
Hf-O-S-Y,2,1.02,0.4808326112068523,0.68,1.36,4.0
Hf-O-S-Zn,2,1.29,0.7495331880577404,0.76,1.82,4.0
Hf-O-S-Zr,2,0.8300000000000001,0.04242640687119277,0.8,0.86,4.0
Hf-O-Sb,2,0.9,0.5374011537017761,0.52,1.28,3.0
Hf-O-Sc,2,0.47,0.15556349186104043,0.36,0.58,3.0
Hf-O-Si,2,1.0699999999999998,0.4384062043356593,0.76,1.38,3.0
Hf-O-Sn,2,0.6799999999999999,0.6788225099390855,0.2,1.16,3.0
Hf-O-Sr,2,0.63,1.117228714274745,-0.16,1.42,3.0
Hf-O-Ta,2,0.66,0.028284271247461926,0.64,0.68,3.0
Hf-O-Te,2,1.15,0.5232590180780451,0.78,1.52,3.0
Hf-O-Ti,2,0.77,0.0989949493661167,0.7,0.84,3.0
Hf-O-Tl,2,0.94,0.7071067811865476,0.44,1.44,3.0
Hf-O-V,2,0.63,0.014142135623730963,0.62,0.64,3.0
Hf-O-W,2,1.28,0.39597979746446665,1.0,1.56,3.0
Hf-O-Y,2,0.64,0.16970562748477142,0.52,0.76,3.0
Hf-O-Zn,2,0.81,0.2404163056034262,0.64,0.98,3.0
Hf-O-Zr,2,0.44999999999999996,0.04242640687119283,0.42,0.48,3.0
Hg-In-N,2,2.29,0.21213203435596414,2.14,2.44,3.0
Hg-In-O,2,1.4100000000000001,0.2687005768508882,1.22,1.6,3.0
Hg-In-O-S,2,1.08,0.25455844122715704,0.9,1.26,4.0
Hg-Ir-N,2,2.55,1.1455129855222068,1.74,3.36,3.0
Hg-Ir-O,2,1.7200000000000002,0.5091168824543143,1.36,2.08,3.0
Hg-Ir-O-S,2,1.9100000000000001,1.0040916292848976,1.2,2.62,4.0
Hg-K-N,2,3.3200000000000003,0.45254833995939064,3.0,3.64,3.0
Hg-K-O,2,1.54,0.14142135623730956,1.44,1.64,3.0
Hg-K-O-S,2,2.3,0.7071067811865475,1.8,2.8,4.0
Hg-La-N,2,1.9899999999999998,0.4666904755831214,1.66,2.32,3.0
Hg-La-O,2,1.2200000000000002,0.14142135623730956,1.12,1.32,3.0
Hg-La-O-S,2,1.31,0.24041630560342614,1.14,1.48,4.0
Hg-Li-N,2,2.99,0.07071067811865465,2.94,3.04,3.0
Hg-Li-O,2,1.87,0.014142135623730885,1.86,1.88,3.0
Hg-Li-O-S,2,1.79,0.2969848480983499,1.58,2.0,4.0
Hg-Mg-N,2,2.67,0.1838477631085022,2.54,2.8,3.0
Hg-Mg-O,2,1.53,0.268700576850888,1.34,1.72,3.0
Hg-Mg-O-S,2,1.08,0.19798989873223324,0.94,1.22,4.0
Hg-Mn-N,2,2.17,0.8343860018001259,1.58,2.76,3.0
Hg-Mn-O,2,1.19,0.7212489168102785,0.68,1.7,3.0
Hg-Mn-O-S,2,1.0,0.25455844122715715,0.82,1.18,4.0
Hg-Mo-N,2,2.0,1.1596551211459378,1.18,2.82,3.0
Hg-Mo-O,2,1.06,0.7919595949289333,0.5,1.62,3.0
Hg-Mo-O-S,2,1.5699999999999998,0.9758073580374355,0.88,2.26,4.0
Hg-N-Na,2,3.04,0.33941125496954266,2.8,3.28,3.0
Hg-N-Nb,2,2.02,0.9899494936611667,1.32,2.72,3.0
Hg-N-Ni,2,2.48,0.7636753236814714,1.94,3.02,3.0
Hg-N-O,2,2.29,0.1838477631085022,2.16,2.42,3.0
Hg-N-Os,2,2.4699999999999998,1.428355697996826,1.46,3.48,3.0
Hg-N-Pb,2,2.3099999999999996,0.042426406871192736,2.28,2.34,3.0
Hg-N-Pd,2,2.51,0.49497474683058323,2.16,2.86,3.0
Hg-N-Pt,2,2.59,0.7495331880577403,2.06,3.12,3.0
Hg-N-Rb,2,3.42,0.537401153701776,3.04,3.8,3.0
Hg-N-Re,2,2.15,1.5697770542341354,1.04,3.26,3.0
Hg-N-Rh,2,2.49,0.8343860018001263,1.9,3.08,3.0
Hg-N-Ru,2,2.44,1.0748023074035524,1.68,3.2,3.0
Hg-N-Sb,2,2.15,0.49497474683058335,1.8,2.5,3.0
Hg-N-Sc,2,2.23,0.3535533905932738,1.98,2.48,3.0
Hg-N-Si,2,2.43,1.145512985522207,1.62,3.24,3.0
Hg-N-Sn,2,2.1399999999999997,0.33941125496954266,1.9,2.38,3.0
Hg-N-Sr,2,2.81,0.5515432893255072,2.42,3.2,3.0
