sample_id,split_strategy,test_element_set,nearest_train_element_set,max_jaccard_similarity,n_shared_elements,n_test_elements,n_train_elements_nearest,target
3837,group_element_set,Be-Cr-F-O,Be-Cr-F-N-O,0.8,4,4,5,0.78
3839,group_element_set,F-La-O-Pd,F-O-Pd,0.75,3,4,3,0.94
3856,group_element_set,N-O-Pb-Sc,F-N-O-Pb-Sc,0.8,4,4,5,1.34
3865,group_element_set,B-O,Ag-B-O,0.6666666666666666,2,2,3,1.94
3892,group_element_set,In-Ir-O-S,In-O-S,0.75,3,4,3,1.12
3904,group_element_set,Au-F-O-Os,Au-F-N-O-Os,0.8,4,4,5,1.2
3914,group_element_set,F-Ga-O-W,F-Ga-O,0.75,3,4,3,0.48
3923,group_element_set,La-N-O-V,F-La-N-O-V,0.8,4,4,5,2.4
3927,group_element_set,O-Ru-Y,N-O-Ru-Y,0.75,3,3,4,1.3
3948,group_element_set,N-Na-O,Ag-N-Na-O,0.75,3,3,4,1.78
3961,group_element_set,Al-La-O,Al-F-La-O,0.75,3,3,4,-0.1
3962,group_element_set,Cd-N-O-Tl,Cd-F-N-O-Tl,0.8,4,4,5,1.72
3984,group_element_set,F-In-N-O-Pb,F-In-O-Pb,0.8,4,5,4,1.2
3995,group_element_set,N-O-Rh-Ta,F-N-O-Rh-Ta,0.8,4,4,5,1.36
4000,group_element_set,Cu-O-Pb-S,Cu-O-Pb,0.75,3,4,3,1.2
4005,group_element_set,B-O-Re,B-N-O-Re,0.75,3,3,4,1.62
4021,group_element_set,O-Os-Re-S,O-Os-S,0.75,3,4,3,1.32
4043,group_element_set,Ca-Mn-N-O,Ca-F-Mn-N-O,0.8,4,4,5,2.9
4044,group_element_set,O-Si-Tl,F-O-Si-Tl,0.75,3,3,4,0.8
4050,group_element_set,Li-N-O-Rh,Li-N-O,0.75,3,4,3,2.0
4057,group_element_set,Be-F-N-O-V,Be-F-N-O,0.8,4,5,4,1.52
4073,group_element_set,Ca-Fe-N,Fe-N,0.6666666666666666,2,3,2,1.98
4074,group_element_set,F-O-Sr-W,F-N-O-Sr-W,0.8,4,4,5,0.6
4075,group_element_set,Al-As-N-O,Al-As-F-N-O,0.8,4,4,5,1.62
4083,group_element_set,Mo-N-O-Sn,F-Mo-N-O-Sn,0.8,4,4,5,0.98
4106,group_element_set,Ca-O-S-W,Ca-O-S,0.75,3,4,3,1.44
4135,group_element_set,Co-F-N-O-Re,Co-F-N-O,0.8,4,5,4,1.04
4144,group_element_set,As-Mo-N-O,As-F-Mo-N-O,0.8,4,4,5,0.98
4202,group_element_set,Hf-Mo-O-S,Hf-O-S,0.75,3,4,3,1.22
4211,group_element_set,F-Fe-N-O-Pd,F-Fe-O-Pd,0.8,4,5,4,1.18
4221,group_element_set,Ba-O-Pt-S,Ba-O-Pt,0.75,3,4,3,0.94
4227,group_element_set,Hf-N-Rb,Hf-N-O-Rb,0.75,3,3,4,3.98
4238,group_element_set,Nb-O-Re-S,Nb-O-Re,0.75,3,4,3,1.04
4244,group_element_set,N-O-Sr-Ti,N-O-Sr,0.75,3,4,3,0.24
4255,group_element_set,Mn-N-Zr,Mn-N-O-Zr,0.75,3,3,4,1.16
4256,group_element_set,In-N-Ni-O,In-N-Ni,0.75,3,4,3,1.64
4257,group_element_set,Mo-N-Ta,Mo-N-O-Ta,0.75,3,3,4,1.34
4277,group_element_set,Al-F-Hg-O,Al-F-O,0.75,3,4,3,2.26
4281,group_element_set,In-N-O-Rh,F-In-N-O-Rh,0.8,4,4,5,2.34
4284,group_element_set,F-Li-Mo-N-O,F-Li-Mo-O,0.8,4,5,4,0.7
4289,group_element_set,Cd-N-O-Rb,Cd-F-N-O-Rb,0.8,4,4,5,3.66
4346,group_element_set,Cs-Li-O,Cs-F-Li-O,0.75,3,3,4,2.1
4349,group_element_set,Au-O-Rh-S,Au-O-Rh,0.75,3,4,3,1.4
4352,group_element_set,Hg-O-Sr,F-Hg-O-Sr,0.75,3,3,4,1.8
4376,group_element_set,Li-N-Pb,Li-N-O-Pb,0.75,3,3,4,2.62
4412,group_element_set,Cr-O-Zr,Cr-N-O-Zr,0.75,3,3,4,0.18
4429,group_element_set,Fe-N-Te,Fe-N-O-Te,0.75,3,3,4,2.0
4438,group_element_set,Cs-N-O-Sr,Cs-F-N-O-Sr,0.8,4,4,5,3.22
4440,group_element_set,F-Mg-N-O-Re,F-Mg-N-O,0.8,4,5,4,1.18
4444,group_element_set,N-O-Pb-Sc,F-N-O-Pb-Sc,0.8,4,4,5,1.42
4445,group_element_set,Cr-Mn-O,Cr-F-Mn-O,0.75,3,3,4,0.48
4458,group_element_set,Be-N-O-V,Be-N-O,0.75,3,4,3,1.36
4467,group_element_set,Co-N-Tl,Co-N-O-Tl,0.75,3,3,4,3.02
4472,group_element_set,F-Li-O-Si,F-Li-O,0.75,3,4,3,2.24
4482,group_element_set,Al-F-O-Ta,Al-F-N-O-Ta,0.8,4,4,5,1.1
4491,group_element_set,Mn-O-Si,F-Mn-O-Si,0.75,3,3,4,1.02
4504,group_element_set,F-Li-N-O-Pt,F-Li-N-O,0.8,4,5,4,1.62
4512,group_element_set,N-O-Te-Y,F-N-O-Te-Y,0.8,4,4,5,1.34
4520,group_element_set,Ba-F-Hg-O,Ba-F-Hg-N-O,0.8,4,4,5,1.52
4522,group_element_set,Al-Mo-N-O,Al-Mo-N,0.75,3,4,3,1.38
4526,group_element_set,N-O-Pd,Ag-N-O-Pd,0.75,3,3,4,1.84
4535,group_element_set,O-Si-Zr,F-O-Si-Zr,0.75,3,3,4,0.74
4545,group_element_set,F-Ge-O-Pd,F-O-Pd,0.75,3,4,3,0.8
4547,group_element_set,F-Hf-O-Sn,F-Hf-O,0.75,3,4,3,0.44
4551,group_element_set,Hf-N-O-Rh,F-Hf-N-O-Rh,0.8,4,4,5,1.32
4555,group_element_set,Hf-N-O-Rh,F-Hf-N-O-Rh,0.8,4,4,5,0.94
4569,group_element_set,Ca-N-O-Pt,Ca-F-N-O-Pt,0.8,4,4,5,1.64
4573,group_element_set,Al-F-N-O-Ti,Al-F-N-O,0.8,4,5,4,1.04
4574,group_element_set,K-O-Te,K-N-O-Te,0.75,3,3,4,0.38
4581,group_element_set,Au-F-Li-O,Au-F-Li-N-O,0.8,4,4,5,1.96
4615,group_element_set,Mg-N-O-Si,F-Mg-N-O-Si,0.8,4,4,5,2.3
4631,group_element_set,F-N-O-Os-Re,F-N-O-Os,0.8,4,5,4,1.74
4632,group_element_set,Cu-O-S-Y,Cu-O-S,0.75,3,4,3,0.84
4642,group_element_set,Fe-Mn-O-S,Fe-Mn-O,0.75,3,4,3,0.84
4671,group_element_set,Be-Cr-O-S,Be-Cr-O,0.75,3,4,3,1.02
4673,group_element_set,N-Ni-O-Rb,F-N-Ni-O-Rb,0.8,4,4,5,4.34
4676,group_element_set,La-O-Pd-S,La-O-S,0.75,3,4,3,0.68
4677,group_element_set,Bi-Hg-O-S,Bi-Hg-O,0.75,3,4,3,1.42
4684,group_element_set,Bi-Fe-N-O,Bi-Fe-N,0.75,3,4,3,1.08
4720,group_element_set,N-O-Ru-Sr,N-O-Ru,0.75,3,4,3,3.54
4724,group_element_set,Ge-N-Zn,Ge-N,0.6666666666666666,2,3,2,1.8
4730,group_element_set,O-Pt-Te,F-O-Pt-Te,0.75,3,3,4,1.54
4744,group_element_set,F-Hf-O-Sn,F-Hf-O,0.75,3,4,3,1.96
4753,group_element_set,Au-O-Os-S,O-Os-S,0.75,3,4,3,1.2
4754,group_element_set,F-O-Pb-Pd,F-N-O-Pb-Pd,0.8,4,4,5,1.36
4769,group_element_set,Al-Au-N-O,Al-Au-N,0.75,3,4,3,1.42
4781,group_element_set,In-O-Ta,F-In-O-Ta,0.75,3,3,4,0.86
4795,group_element_set,As-Fe-N-O,As-F-Fe-N-O,0.8,4,4,5,1.06
4802,group_element_set,Be-Co-N-O,Be-Co-F-N-O,0.8,4,4,5,1.56
4806,group_element_set,As-F-O-Pd,As-F-N-O-Pd,0.8,4,4,5,1.52
4812,group_element_set,Be-Bi-F-O,Be-Bi-O,0.75,3,4,3,0.6
4814,group_element_set,Au-Ga-N-O,Au-F-Ga-N-O,0.8,4,4,5,1.66
4828,group_element_set,O-Os-Te,F-O-Os-Te,0.75,3,3,4,1.78
4830,group_element_set,Mg-N-Pb,Mg-N-O-Pb,0.75,3,3,4,2.1
4873,group_element_set,N-Rh-Y,N-Rh,0.6666666666666666,2,3,2,2.58
4877,group_element_set,F-N-Na-O-Zn,F-N-O-Zn,0.8,4,5,4,2.32
4894,group_element_set,Bi-Cr-O,Bi-Cr-F-O,0.75,3,3,4,1.18
4899,group_element_set,Bi-F-O-Ru,Bi-F-O,0.75,3,4,3,1.08
4901,group_element_set,Co-O-Ti,Co-F-O-Ti,0.75,3,3,4,0.96
4903,group_element_set,F-N-O-Ti-Zn,F-N-O-Ti,0.8,4,5,4,1.58
4908,group_element_set,N-O-Sn-Zr,F-N-O-Sn-Zr,0.8,4,4,5,1.02
4919,group_element_set,N-O-Rb,Ag-N-O-Rb,0.75,3,3,4,3.86
4932,group_element_set,N-Si-Ti,N-O-Si-Ti,0.75,3,3,4,2.0
4937,group_element_set,Ag-N-O-Te,Ag-F-N-O-Te,0.8,4,4,5,1.7
4941,group_element_set,F-Nb-O-Tl,F-N-Nb-O-Tl,0.8,4,4,5,1.68
4945,group_element_set,Co-F-K-O,Co-F-K-N-O,0.8,4,4,5,3.12
4947,group_element_set,Al-Mo-N-O,Al-Mo-N,0.75,3,4,3,1.24
4965,group_element_set,Co-Ge-N,Co-N,0.6666666666666666,2,3,2,1.22
4982,group_element_set,F-Hg-Mn-O,F-Hg-Mn-N-O,0.8,4,4,5,0.58
4983,group_element_set,Li-N-Pb,Li-N-O-Pb,0.75,3,3,4,2.7
4997,group_element_set,F-Mn-N-O-Rh,F-Mn-N-O,0.8,4,5,4,1.28
5001,group_element_set,F-N-O-Sc-Zn,F-N-O-Sc,0.8,4,5,4,1.42
5010,group_element_set,Ba-O-Ti,Ba-F-O-Ti,0.75,3,3,4,2.52
5012,group_element_set,Co-Mg-O,Co-F-Mg-O,0.75,3,3,4,1.58
5025,group_element_set,N-O-Ta,Ag-N-O-Ta,0.75,3,3,4,1.04
5041,group_element_set,Ag-N-O-Te,Ag-F-N-O-Te,0.8,4,4,5,1.8
5043,group_element_set,Al-N-Os,Al-N,0.6666666666666666,2,3,2,1.08
5057,group_element_set,Au-F-N-O-Sc,Au-F-N-O,0.8,4,5,4,1.44
5058,group_element_set,F-La-O,Al-F-La-O,0.75,3,3,4,0.7
5064,group_element_set,F-N-O-Pb-Pt,F-N-O-Pb,0.8,4,5,4,1.28
5096,group_element_set,N-Rb-Ti,N-O-Rb-Ti,0.75,3,3,4,4.36
5097,group_element_set,In-N-Tl,In-N,0.6666666666666666,2,3,2,2.5
5101,group_element_set,B-F-K-O,B-F-K-N-O,0.8,4,4,5,3.74
5108,group_element_set,F-In-Mg-N-O,F-In-Mg-O,0.8,4,5,4,1.22
5152,group_element_set,Cr-K-N-O,Cr-F-K-N-O,0.8,4,4,5,2.76
5156,group_element_set,In-N-O-Zn,F-In-N-O-Zn,0.8,4,4,5,1.4
5167,group_element_set,Cr-O-S-Sb,Cr-O-Sb,0.75,3,4,3,0.56
5176,group_element_set,Be-F-N-O-Ta,Be-F-N-O,0.8,4,5,4,1.46
5182,group_element_set,Cs-Cu-N,Cs-Cu-N-O,0.75,3,3,4,2.68
5184,group_element_set,As-Ir-O-S,As-Ir-O,0.75,3,4,3,1.18
5197,group_element_set,O-Tl-V,F-O-Tl-V,0.75,3,3,4,1.74
5208,group_element_set,Cr-O-Pd,Cr-F-O-Pd,0.75,3,3,4,1.14
5213,group_element_set,Mg-N-O-Zn,F-Mg-N-O-Zn,0.8,4,4,5,2.1
5216,group_element_set,F-Na-O-Zn,F-Na-O,0.75,3,4,3,2.08
5218,group_element_set,Hf-Nb-O,F-Hf-Nb-O,0.75,3,3,4,0.62
5219,group_element_set,Ge-N-Sr,Ge-N,0.6666666666666666,2,3,2,2.18
5258,group_element_set,Ba-F-O-Rb,Ba-F-N-O-Rb,0.8,4,4,5,0.86
5268,group_element_set,Ag-Cd-F-N-O,Ag-Cd-F-O,0.8,4,5,4,1.58
5275,group_element_set,F-K-La-O,F-K-La-N-O,0.8,4,4,5,0.46
5279,group_element_set,B-N-O-Si,B-N-Si,0.75,3,4,3,2.48
5282,group_element_set,F-Mg-N-O-Re,F-Mg-N-O,0.8,4,5,4,2.06
5288,group_element_set,Cs-N-O-Sr,Cs-F-N-O-Sr,0.8,4,4,5,2.68
5295,group_element_set,Fe-O-S-Ta,Fe-O-S,0.75,3,4,3,1.04
5298,group_element_set,O-Sr-Ti,F-O-Sr-Ti,0.75,3,3,4,1.5
5331,group_element_set,Ca-N-O-Pt,Ca-F-N-O-Pt,0.8,4,4,5,1.56
5335,group_element_set,F-Mo-N-O-Sr,F-Mo-N-O,0.8,4,5,4,0.62
5339,group_element_set,Al-Mg-N-O,Al-F-Mg-N-O,0.8,4,4,5,2.64
5348,group_element_set,Ca-F-N-O-Tl,Ca-F-N-O,0.8,4,5,4,1.68
5350,group_element_set,F-O-Sn-Zr,F-N-O-Sn-Zr,0.8,4,4,5,0.42
5356,group_element_set,Au-Fe-N-O,Au-F-Fe-N-O,0.8,4,4,5,1.84
5372,group_element_set,N-Pd-Rb,N-O-Pd-Rb,0.75,3,3,4,2.42
5389,group_element_set,In-N-O-Os,F-In-N-O-Os,0.8,4,4,5,0.96
5393,group_element_set,Li-N-Zn,Li-N-O-Zn,0.75,3,3,4,3.0
5403,group_element_set,Cd-Cs-O-S,Cd-Cs-O,0.75,3,4,3,1.9
5409,group_element_set,Be-F-La-N-O,Be-F-La-O,0.8,4,5,4,0.66
5412,group_element_set,F-O-Te-Ti,F-N-O-Te-Ti,0.8,4,4,5,0.72
5415,group_element_set,Cr-Cs-O,Cr-Cs-F-O,0.75,3,3,4,2.38
5455,group_element_set,F-La-N-O-Ru,F-La-N-O,0.8,4,5,4,1.04
5481,group_element_set,F-N-O-Rh-Ti,F-N-O-Rh,0.8,4,5,4,1.56
5491,group_element_set,Al-N-O-Sn,Al-F-N-O-Sn,0.8,4,4,5,1.12
5492,group_element_set,O-S-Ti-Zn,O-S-Ti,0.75,3,4,3,1.88
5493,group_element_set,Au-Fe-N-O,Au-F-Fe-N-O,0.8,4,4,5,1.46
5497,group_element_set,Cs-F-N-O-Zr,Cs-F-N-O,0.8,4,5,4,0.9
5503,group_element_set,La-Mg-N,La-Mg-N-O,0.75,3,3,4,1.48
5509,group_element_set,Cu-F-O-V,Cu-F-N-O-V,0.8,4,4,5,1.22
5512,group_element_set,Mn-O-Pb,F-Mn-O-Pb,0.75,3,3,4,1.18
5514,group_element_set,F-Ge-O-Ta,F-Ge-N-O-Ta,0.8,4,4,5,1.48
5535,group_element_set,N-O-Pb-Rh,N-O-Rh,0.75,3,4,3,1.34
5574,group_element_set,In-N-Nb,In-N-Nb-O,0.75,3,3,4,1.62
5599,group_element_set,Ba-Hg-N-O,Ba-F-Hg-N-O,0.8,4,4,5,1.32
5602,group_element_set,N-O-Ru-Sr,N-O-Ru,0.75,3,4,3,0.68
5616,group_element_set,F-In-O-Y,F-In-N-O-Y,0.8,4,4,5,1.02
5617,group_element_set,O-Sc-Zn,F-O-Sc-Zn,0.75,3,3,4,0.92
5635,group_element_set,O-Sr-Y,F-O-Sr-Y,0.75,3,3,4,1.08
5669,group_element_set,N-O-Sn-Sr,N-O-Sn,0.75,3,4,3,2.6
5680,group_element_set,O-Ti-Zr,F-O-Ti-Zr,0.75,3,3,4,0.34
5688,group_element_set,N-Pd-Zr,N-Pd,0.6666666666666666,2,3,2,1.4
5706,group_element_set,F-N-O-Sn-Sr,F-N-O-Sn,0.8,4,5,4,0.74
5727,group_element_set,Cd-Cr-O,Cd-Cr-F-O,0.75,3,3,4,0.3
5729,group_element_set,Cu-O-Zr,Cu-F-O-Zr,0.75,3,3,4,1.08
5748,group_element_set,In-N-O-Rh,F-In-N-O-Rh,0.8,4,4,5,1.12
5757,group_element_set,As-F-Ir-N-O,As-F-Ir-O,0.8,4,5,4,1.38
5769,group_element_set,Cs-Mn-N-O,Cs-F-Mn-N-O,0.8,4,4,5,0.94
5822,group_element_set,F-Hf-O-Ru,F-Hf-N-O-Ru,0.8,4,4,5,1.02
5839,group_element_set,F-Mg-O-Sn,F-Mg-N-O-Sn,0.8,4,4,5,0.88
5842,group_element_set,Al-N-O-Tl,Al-F-N-O-Tl,0.8,4,4,5,2.62
5857,group_element_set,Nb-O-S-Tl,Ag-O-S-Tl,0.6,3,4,4,1.44
5868,group_element_set,As-Na-O,As-Na-O-S,0.75,3,3,4,2.3
5883,group_element_set,K-O-Y,F-K-O-Y,0.75,3,3,4,1.5
5905,group_element_set,Ge-N-O-Si,F-Ge-N-O-Si,0.8,4,4,5,1.3
5906,group_element_set,Ag-Be-N-O,Ag-Be-F-N-O,0.8,4,4,5,3.06
5909,group_element_set,As-Cu-O,As-Cu-F-O,0.75,3,3,4,1.16
5910,group_element_set,Ga-Mo-O,F-Ga-Mo-O,0.75,3,3,4,0.3
5930,group_element_set,Co-Na-O,Co-F-Na-O,0.75,3,3,4,2.4
5939,group_element_set,N-Ni-O-Si,F-N-Ni-O-Si,0.8,4,4,5,1.06
5950,group_element_set,Cr-O-Sn,Cr-N-O-Sn,0.75,3,3,4,0.4
5960,group_element_set,K-N-O-V,F-K-N-O-V,0.8,4,4,5,0.32
5996,group_element_set,F-Ga-La-N-O,F-Ga-La-O,0.8,4,5,4,0.5
6002,group_element_set,In-O-V,F-In-O-V,0.75,3,3,4,0.68
6009,group_element_set,Ag-F-Fe-O,Ag-F-Fe-N-O,0.8,4,4,5,1.72
6015,group_element_set,Ir-O-Sr,F-Ir-O-Sr,0.75,3,3,4,2.98
6021,group_element_set,La-O-S-Si,La-O-S,0.75,3,4,3,0.68
6052,group_element_set,Co-N-Si,Co-N,0.6666666666666666,2,3,2,1.52
6056,group_element_set,Au-Ba-N-O,Au-Ba-F-N-O,0.8,4,4,5,1.8
6057,group_element_set,F-Na-O-Pd,F-Na-O,0.75,3,4,3,2.42
6062,group_element_set,Cd-N-Y,Cd-N-O-Y,0.75,3,3,4,1.96
6065,group_element_set,Al-Ir-N-O,Al-F-Ir-N-O,0.8,4,4,5,1.42
6081,group_element_set,Bi-N-O-Te,Bi-F-N-O-Te,0.8,4,4,5,1.18
6092,group_element_set,F-Ga-K-O,F-Ga-O,0.75,3,4,3,0.54
6103,group_element_set,N-O-Re-V,F-N-O-Re-V,0.8,4,4,5,1.46
6106,group_element_set,N-Pd-Re,N-O-Pd-Re,0.75,3,3,4,1.1
6114,group_element_set,N-O-Te-Zr,F-N-O-Te-Zr,0.8,4,4,5,1.94
6121,group_element_set,Ge-Nb-O,F-Ge-Nb-O,0.75,3,3,4,0.86
6123,group_element_set,Bi-Ca-N-O,Bi-Ca-F-N-O,0.8,4,4,5,1.58
6137,group_element_set,Al-F-Hg-O,Al-F-O,0.75,3,4,3,0.62
6142,group_element_set,Ga-N-O-Sr,F-Ga-N-O-Sr,0.8,4,4,5,0.68
6156,group_element_set,O-Ti-Zr,F-O-Ti-Zr,0.75,3,3,4,0.7
6164,group_element_set,F-In-Mo-O,F-In-Mo-N-O,0.8,4,4,5,1.12
6167,group_element_set,B-Co-F-N-O,B-Co-F-O,0.8,4,5,4,1.5
6177,group_element_set,Ba-F-O-Ta,Ba-F-N-O-Ta,0.8,4,4,5,2.68
6189,group_element_set,O-Sn-Te,F-O-Sn-Te,0.75,3,3,4,1.02
6192,group_element_set,Cs-F-O-Y,Cs-F-N-O-Y,0.8,4,4,5,0.54
6220,group_element_set,F-Fe-N-O,Ag-F-Fe-N-O,0.8,4,4,5,1.14
6234,group_element_set,F-Mg-O-Rh,F-O-Rh,0.75,3,4,3,1.38
6268,group_element_set,Al-Cd-F-N-O,Al-Cd-N-O,0.8,4,5,4,0.82
6281,group_element_set,Cr-F-In-O,Cr-F-In-N-O,0.8,4,4,5,0.76
6285,group_element_set,Cr-F-Mo-O,Cr-F-Mo-N-O,0.8,4,4,5,0.8
6293,group_element_set,F-Fe-O-Pb,F-Fe-N-O-Pb,0.8,4,4,5,1.36
6294,group_element_set,O-Rb-Y,F-O-Rb-Y,0.75,3,3,4,0.74
6295,group_element_set,K-N-O-Sc,F-K-N-O-Sc,0.8,4,4,5,1.78
6314,group_element_set,Ga-Mg-N-O,F-Ga-Mg-N-O,0.8,4,4,5,1.12
6324,group_element_set,B-F-N-O,Ag-B-F-N-O,0.8,4,4,5,2.0
6343,group_element_set,Ba-Cr-N-O,Ba-Cr-N,0.75,3,4,3,1.82
6352,group_element_set,F-Ga-K-N-O,F-Ga-N-O,0.8,4,5,4,1.08
6354,group_element_set,Hg-La-N-O,Hg-La-N,0.75,3,4,3,2.1
6357,group_element_set,Au-O-S,Al-Au-O-S,0.75,3,3,4,1.46
6358,group_element_set,Li-Mn-O-S,Li-Mn-O,0.75,3,4,3,1.08
6403,group_element_set,Li-N-O-Rh,Li-N-O,0.75,3,4,3,1.6
6407,group_element_set,Li-N-O-Rb,F-Li-N-O-Rb,0.8,4,4,5,2.7
6415,group_element_set,Cs-F-Na-O,Cs-F-N-Na-O,0.8,4,4,5,1.76
6420,group_element_set,F-Hf-N-O-Si,F-Hf-N-O,0.8,4,5,4,1.16
6421,group_element_set,Cd-N-Nb-O,Cd-F-N-Nb-O,0.8,4,4,5,1.64
6432,group_element_set,Fe-N-Ta,Fe-N-O-Ta,0.75,3,3,4,0.8
6444,group_element_set,Mo-N-O-Sn,F-Mo-N-O-Sn,0.8,4,4,5,0.48
6448,group_element_set,Mg-N-Ru,Mg-N-O-Ru,0.75,3,3,4,2.88
6451,group_element_set,Li-N-O-W,F-Li-N-O-W,0.8,4,4,5,1.3
6453,group_element_set,F-Hg-Mg-O,F-Hg-Mg-N-O,0.8,4,4,5,1.0
6466,group_element_set,Ge-Nb-O,F-Ge-Nb-O,0.75,3,3,4,0.36
6471,group_element_set,F-Mn-N-O-Rh,F-Mn-N-O,0.8,4,5,4,1.44
6472,group_element_set,Ca-N-Nb-O,Ca-F-N-Nb-O,0.8,4,4,5,0.62
6476,group_element_set,Au-Ba-N-O,Au-Ba-F-N-O,0.8,4,4,5,1.72
6480,group_element_set,N-O-Ru-Zn,F-N-O-Ru-Zn,0.8,4,4,5,1.38
6483,group_element_set,B-N-O-Si,B-N-Si,0.75,3,4,3,1.58
6488,group_element_set,As-B-F-O,As-B-F-N-O,0.8,4,4,5,1.44
6493,group_element_set,F-Mg-N-Ni-O,F-Mg-N-O,0.8,4,5,4,1.98
6497,group_element_set,F-Mg-N-O-Rh,F-Mg-N-O,0.8,4,5,4,1.9
6506,group_element_set,Ba-Bi-O-S,Ba-Bi-O,0.75,3,4,3,0.62
6508,group_element_set,Al-N-O-Sn,Al-F-N-O-Sn,0.8,4,4,5,0.78
6511,group_element_set,Ge-N-O-Sb,F-Ge-N-O-Sb,0.8,4,4,5,0.84
6512,group_element_set,O-Pt-Te,F-O-Pt-Te,0.75,3,3,4,1.72
6514,group_element_set,O-S-Sb-Ti,O-S-Sb,0.75,3,4,3,0.62
6516,group_element_set,Fe-O-Sr,F-Fe-O-Sr,0.75,3,3,4,2.78
6541,group_element_set,Cd-Ga-N,Cd-Ga-N-O,0.75,3,3,4,2.48
6586,group_element_set,N-Nb-Y,N-Nb-O-Y,0.75,3,3,4,0.56
6590,group_element_set,Ba-Cr-N-O,Ba-Cr-N,0.75,3,4,3,0.22
6630,group_element_set,Bi-N-O-Te,Bi-F-N-O-Te,0.8,4,4,5,1.66
6631,group_element_set,Cu-O-Zr,Cu-F-O-Zr,0.75,3,3,4,0.88
6646,group_element_set,Al-F-O-V,Al-F-N-O-V,0.8,4,4,5,0.96
6647,group_element_set,As-Mo-N-O,As-F-Mo-N-O,0.8,4,4,5,1.48
6665,group_element_set,Mn-N-Zn,Mn-N,0.6666666666666666,2,3,2,2.22
6680,group_element_set,F-N-O-Ru-Sc,F-N-O-Ru,0.8,4,5,4,1.66
6708,group_element_set,N-Ni-O-Ti,F-N-Ni-O-Ti,0.8,4,4,5,1.2
6734,group_element_set,Be-Hg-N-O,Be-N-O,0.75,3,4,3,2.22
6741,group_element_set,N-O-Os-Si,F-N-O-Os-Si,0.8,4,4,5,1.78
6746,group_element_set,F-O-Ru-Ta,F-N-O-Ru-Ta,0.8,4,4,5,0.66
6750,group_element_set,B-F-Mg-O,B-F-Mg-N-O,0.8,4,4,5,2.52
6753,group_element_set,Nb-O-S-Te,Nb-O-Te,0.75,3,4,3,1.3
6761,group_element_set,Hg-N-O-Ru,F-Hg-N-O-Ru,0.8,4,4,5,1.5
6769,group_element_set,F-In-N-Na-O,F-In-Na-O,0.8,4,5,4,2.16
6810,group_element_set,B-K-N-O,B-F-K-N-O,0.8,4,4,5,2.5
6824,group_element_set,Al-O-Rh-S,Al-O-Rh,0.75,3,4,3,1.22
6826,group_element_set,Ba-F-N-Nb-O,Ba-F-N-O,0.8,4,5,4,0.38
6829,group_element_set,Fe-O-Pt,F-Fe-O-Pt,0.75,3,3,4,1.42
6836,group_element_set,Ba-Bi-F-O,Ba-Bi-F-N-O,0.8,4,4,5,0.36
6842,group_element_set,Ir-O-Ru,F-Ir-O-Ru,0.75,3,3,4,1.88
6846,group_element_set,F-Ni-O-Sr,F-O-Sr,0.75,3,4,3,0.56
6850,group_element_set,Mg-N-O-Si,F-Mg-N-O-Si,0.8,4,4,5,0.66
6871,group_element_set,Ca-N-O-Te,Ca-N-Te,0.75,3,4,3,1.94
6884,group_element_set,Bi-O-S-Si,Bi-O-S,0.75,3,4,3,0.96
6913,group_element_set,N-Na-O-Sc,F-N-Na-O-Sc,0.8,4,4,5,1.5
6925,group_element_set,Hf-N-Pb,Hf-N,0.6666666666666666,2,3,2,2.38
6940,group_element_set,F-N-O-Os-Sr,F-N-O-Os,0.8,4,5,4,3.4
6955,group_element_set,La-N-O-Te,F-La-N-O-Te,0.8,4,4,5,0.92
6975,group_element_set,F-Mg-N-Ni-O,F-Mg-N-O,0.8,4,5,4,1.38
6987,group_element_set,F-Ge-O-Pd,F-O-Pd,0.75,3,4,3,1.22
7010,group_element_set,Ga-N-O-Sc,F-Ga-N-O-Sc,0.8,4,4,5,1.48
7017,group_element_set,F-N-O-Pb-Te,F-N-O-Pb,0.8,4,5,4,0.92
7027,group_element_set,F-Fe-O-Rb,F-Fe-N-O-Rb,0.8,4,4,5,0.66
7035,group_element_set,B-N-Sr,B-N-O-Sr,0.75,3,3,4,2.26
7058,group_element_set,Cs-Ga-N-O,Cs-F-Ga-N-O,0.8,4,4,5,2.1
7061,group_element_set,F-N-O-Sb-Ti,F-N-O-Sb,0.8,4,5,4,0.7
7065,group_element_set,Cu-N-O-Ru,Cu-F-N-O-Ru,0.8,4,4,5,1.78
7067,group_element_set,As-F-O-Sb,As-F-N-O-Sb,0.8,4,4,5,1.16
7069,group_element_set,N-O-Sr-Ti,N-O-Sr,0.75,3,4,3,2.08
7073,group_element_set,Au-F-O-Si,Au-F-N-O-Si,0.8,4,4,5,2.4
7074,group_element_set,O-Sc-Sn,F-O-Sc-Sn,0.75,3,3,4,0.76
7088,group_element_set,Cr-O-S-Sb,Cr-O-Sb,0.75,3,4,3,0.94
7128,group_element_set,N-O-Ta,Ag-N-O-Ta,0.75,3,3,4,0.46
7166,group_element_set,F-N-O-Te-Zn,F-N-O-Te,0.8,4,5,4,1.14
7178,group_element_set,F-N-O-Os-Zr,F-N-O-Os,0.8,4,5,4,1.5
7193,group_element_set,Ag-N-O-Te,Ag-F-N-O-Te,0.8,4,4,5,2.14
